user_id,age_group,gender,occupation,primary_platform,daily_usage_hours,usage_frequency,trust_in_social_media,influencer_influence,feels_addicted,content_consumption_style,decision_influence_level,follows_travel_content,follows_entertainment,follows_educational,follows_business,visual_content_preference,engages_with_travel_posts,saves_travel_content,plans_trips_via_social_media,self_reported_travel_interest,preferred_travel_type
U03040,22-25,Male,Student,YouTube,3-5,Medium,Low,Yes,No,Interactive,Medium,No,Yes,No,No,High,Rarely,Yes,Yes,Medium,Urban
U03041,18-21,Other,Employed,YouTube,5+,High,Low,Sometimes,Yes,Interactive,High,No,No,No,No,Low,Often,No,No,High,Culture
U03042,22-25,Female,Student,Instagram,5+,Low,Low,No,Yes,Interactive,Medium,No,Yes,Yes,No,Low,Rarely,Yes,Yes,Medium,Adventure
U03043,22-25,Female,Employed,YouTube,1-2,Medium,Medium,Yes,No,Passive,High,No,No,No,No,Low,Often,Yes,No,Low,Urban
U03044,22-25,Other,Employed,YouTube,1-2,High,High,Yes,Yes,Interactive,Medium,Yes,Yes,Yes,Yes,High,Rarely,No,Yes,High,Urban
U03045,22-25,Female,Student,YouTube,3-5,Medium,High,Yes,Yes,Interactive,Medium,Yes,Yes,Yes,No,Low,Sometimes,No,Yes,Medium,Relaxation
U03046,18-21,Other,Student,Instagram,1-2,Low,Medium,Sometimes,No,Passive,Medium,Yes,No,No,No,Medium,Often,No,Yes,High,Culture
U03047,22-25,Other,Employed,TikTok,1-2,High,Medium,Yes,Yes,Interactive,Medium,Yes,No,No,Yes,High,Often,No,No,High,Relaxation
U03048,18-21,Female,Student,TikTok,3-5,High,High,Sometimes,Yes,Passive,High,Yes,No,No,Yes,High,Sometimes,Yes,No,Low,Relaxation
U03049,18-21,Male,Employed,YouTube,1-2,Low,Low,No,No,Interactive,Medium,Yes,No,Yes,Yes,Low,Rarely,No,No,Medium,Adventure
U03050,22-25,Male,Employed,YouTube,1-2,Low,Medium,Yes,No,Interactive,High,No,No,No,Yes,High,Often,No,No,Medium,Culture
U03051,18-21,Other,Student,Facebook,5+,Medium,Medium,Yes,No,Interactive,Medium,Yes,No,No,No,High,Often,No,No,Low,Urban
U03052,18-21,Male,Student,Instagram,3-5,Low,Low,Sometimes,No,Interactive,Medium,No,Yes,Yes,Yes,Medium,Often,Yes,Yes,Low,Adventure
U03053,18-21,Male,Employed,TikTok,1-2,Medium,High,Sometimes,No,Passive,Medium,Yes,No,No,Yes,Low,Sometimes,Yes,No,Low,Culture
U03054,22-25,Other,Employed,YouTube,5+,Low,Medium,Sometimes,No,Interactive,Low,Yes,No,No,Yes,High,Rarely,Yes,Yes,Low,Urban
U03055,22-25,Other,Student,Facebook,1-2,Medium,High,Sometimes,No,Passive,High,Yes,Yes,No,Yes,Low,Often,No,Yes,High,Culture
U03056,22-25,Male,Student,YouTube,3-5,Medium,High,Sometimes,Yes,Passive,Low,No,No,No,Yes,Medium,Rarely,No,Yes,High,Relaxation
U03057,18-21,Female,Employed,Instagram,5+,High,Low,Yes,No,Passive,High,Yes,Yes,Yes,No,Low,Rarely,Yes,Yes,High,Urban
U03058,22-25,Female,Student,TikTok,1-2,High,Medium,Yes,Yes,Passive,High,Yes,No,Yes,No,High,Rarely,No,No,Medium,Adventure
U03059,22-25,Female,Employed,Facebook,<1,Low,Medium,No,No,Passive,Low,Yes,No,Yes,No,Low,Sometimes,Yes,Yes,High,Urban
U03060,22-25,Male,Student,TikTok,1-2,High,Low,Yes,Yes,Passive,Medium,No,Yes,Yes,No,Medium,Often,Yes,No,Medium,Culture
U03061,22-25,Male,Student,Instagram,5+,Low,Medium,Yes,Yes,Interactive,Medium,No,No,No,Yes,Medium,Rarely,No,No,Low,Culture
U03062,22-25,Other,Employed,TikTok,1-2,Low,High,Sometimes,Yes,Interactive,Low,Yes,Yes,Yes,Yes,Medium,Sometimes,No,No,Low,Urban
U03063,22-25,Male,Employed,Facebook,1-2,Medium,Low,Sometimes,Yes,Passive,Low,Yes,No,Yes,No,Medium,Rarely,Yes,Yes,High,Relaxation
U03064,22-25,Other,Student,Facebook,3-5,High,Low,Sometimes,Yes,Passive,High,No,No,No,No,Low,Rarely,No,No,Medium,Urban
U03065,22-25,Female,Student,Facebook,1-2,Medium,Low,No,Yes,Passive,High,No,Yes,Yes,No,Low,Often,Yes,No,High,Culture
U03066,22-25,Other,Student,TikTok,5+,Medium,Low,Yes,Yes,Passive,High,No,Yes,No,Yes,High,Sometimes,No,Yes,Low,Urban
U03067,18-21,Male,Student,YouTube,1-2,Medium,High,Sometimes,No,Interactive,High,Yes,Yes,Yes,Yes,Low,Often,No,Yes,High,Culture
U03068,18-21,Female,Student,TikTok,<1,Medium,Low,No,Yes,Passive,High,Yes,No,Yes,No,Medium,Rarely,No,No,Medium,Urban
U03069,18-21,Other,Employed,Facebook,<1,Medium,Medium,No,No,Interactive,Medium,No,Yes,No,No,Medium,Sometimes,No,Yes,Low,Culture
U03070,22-25,Other,Employed,Instagram,<1,Low,Medium,No,No,Passive,Medium,Yes,No,Yes,Yes,Low,Often,Yes,Yes,Medium,Relaxation
U03071,18-21,Other,Employed,TikTok,1-2,High,High,No,Yes,Passive,Low,No,Yes,Yes,No,Medium,Rarely,Yes,Yes,Low,Culture
U03072,22-25,Other,Student,YouTube,3-5,High,High,Yes,No,Interactive,High,No,Yes,Yes,Yes,Medium,Sometimes,Yes,Yes,Medium,Culture
U03073,22-25,Male,Employed,YouTube,5+,High,High,Sometimes,Yes,Interactive,High,Yes,No,No,No,High,Rarely,No,Yes,High,Adventure
U03074,18-21,Other,Employed,Instagram,5+,High,Low,No,No,Interactive,Low,Yes,No,No,No,High,Rarely,Yes,Yes,High,Adventure
U03075,22-25,Male,Employed,Instagram,1-2,Low,High,Sometimes,Yes,Interactive,High,No,Yes,Yes,No,Medium,Sometimes,Yes,No,Medium,Relaxation
U03076,22-25,Female,Employed,YouTube,1-2,Low,Low,Sometimes,No,Passive,Low,No,Yes,No,No,Medium,Rarely,Yes,Yes,Low,Adventure
U03077,18-21,Other,Student,Instagram,5+,Low,Medium,Yes,Yes,Passive,High,No,No,No,No,High,Rarely,Yes,Yes,High,Urban
U03078,18-21,Female,Employed,YouTube,5+,Medium,Medium,No,No,Interactive,Low,No,No,Yes,Yes,Medium,Often,No,No,Low,Adventure
U03079,18-21,Other,Employed,Facebook,<1,Medium,Low,Sometimes,Yes,Passive,Low,No,Yes,Yes,No,High,Sometimes,No,No,High,Adventure
U03080,22-25,Female,Student,Facebook,<1,Low,Low,No,Yes,Passive,Medium,Yes,No,Yes,No,High,Sometimes,No,Yes,Low,Adventure
U03081,18-21,Other,Student,Instagram,3-5,Medium,Low,No,No,Passive,High,No,No,No,Yes,Medium,Sometimes,No,Yes,High,Relaxation
U03082,18-21,Female,Student,TikTok,<1,Low,Low,Yes,No,Passive,Low,Yes,Yes,No,No,Low,Sometimes,Yes,No,High,Adventure
U03083,18-21,Other,Employed,Facebook,<1,Medium,Low,Yes,No,Passive,Medium,Yes,No,Yes,No,Medium,Often,No,Yes,Medium,Relaxation
U03084,18-21,Other,Student,Facebook,3-5,Low,Medium,Yes,Yes,Passive,High,Yes,No,Yes,No,Low,Often,No,No,High,Relaxation
U03085,18-21,Male,Employed,Instagram,1-2,Medium,Medium,Yes,No,Interactive,Medium,No,Yes,No,No,Medium,Often,Yes,No,Medium,Urban
U03086,18-21,Other,Employed,Facebook,<1,Medium,Medium,No,No,Passive,Low,Yes,Yes,No,No,Medium,Often,Yes,Yes,Medium,Relaxation
U03087,22-25,Other,Employed,YouTube,1-2,High,High,No,Yes,Passive,Low,No,Yes,No,No,Medium,Sometimes,Yes,Yes,High,Adventure
U03088,18-21,Female,Student,TikTok,5+,High,High,No,No,Interactive,High,Yes,No,Yes,No,Medium,Often,No,No,Medium,Culture
U03089,22-25,Other,Student,Instagram,1-2,High,Low,Yes,Yes,Interactive,Low,Yes,Yes,No,Yes,Medium,Sometimes,Yes,Yes,Low,Adventure
U03090,22-25,Male,Employed,Facebook,3-5,Medium,Low,Yes,No,Interactive,Medium,No,No,No,Yes,Low,Rarely,No,Yes,Low,Culture
U03091,18-21,Female,Employed,YouTube,3-5,Low,Medium,No,No,Passive,Medium,No,No,No,Yes,High,Sometimes,No,No,Low,Relaxation
U03092,18-21,Female,Student,YouTube,3-5,High,High,Sometimes,Yes,Passive,High,No,Yes,Yes,No,Low,Rarely,Yes,Yes,Medium,Adventure
U03093,22-25,Other,Student,Instagram,3-5,Medium,Low,No,Yes,Interactive,High,No,Yes,Yes,No,Low,Rarely,No,Yes,Low,Culture
U03094,18-21,Other,Student,TikTok,5+,Medium,Low,No,Yes,Passive,High,No,Yes,Yes,Yes,Medium,Sometimes,Yes,Yes,Low,Culture
U03095,18-21,Male,Employed,TikTok,<1,High,Medium,Sometimes,Yes,Interactive,High,No,Yes,No,No,High,Sometimes,No,No,Low,Culture
U03096,18-21,Female,Employed,Facebook,<1,High,High,No,No,Passive,High,Yes,Yes,No,No,High,Often,Yes,No,Low,Adventure
U03097,18-21,Other,Employed,TikTok,3-5,Low,Low,Yes,Yes,Passive,High,No,No,No,No,Medium,Often,Yes,No,High,Adventure
U03098,22-25,Female,Employed,Instagram,5+,Medium,Low,Yes,No,Interactive,Low,No,No,Yes,Yes,Medium,Sometimes,No,Yes,High,Adventure
U03099,22-25,Other,Employed,TikTok,5+,Low,High,No,No,Passive,Low,Yes,Yes,No,No,Low,Sometimes,Yes,No,Medium,Culture
U03100,18-21,Female,Employed,YouTube,<1,High,Low,No,No,Passive,Low,No,No,Yes,No,High,Sometimes,No,Yes,Low,Adventure
U03101,22-25,Female,Student,Instagram,<1,Medium,High,Yes,Yes,Interactive,Low,No,No,No,Yes,High,Rarely,Yes,No,High,Relaxation
U03102,22-25,Female,Employed,TikTok,<1,Medium,Low,No,No,Interactive,High,Yes,Yes,Yes,Yes,Low,Sometimes,Yes,Yes,High,Relaxation
U03103,18-21,Male,Employed,Facebook,<1,High,High,Sometimes,No,Passive,High,Yes,No,Yes,Yes,Low,Rarely,Yes,No,Low,Culture
U03104,22-25,Female,Employed,TikTok,3-5,Low,High,Sometimes,Yes,Interactive,Medium,No,No,Yes,No,Medium,Often,Yes,Yes,Medium,Adventure
U03105,22-25,Male,Student,YouTube,5+,Medium,Medium,Yes,No,Passive,Low,Yes,Yes,No,Yes,Medium,Often,Yes,Yes,Medium,Culture
U03106,22-25,Other,Employed,Instagram,1-2,High,High,Sometimes,No,Passive,Medium,No,Yes,No,Yes,High,Sometimes,Yes,Yes,High,Culture
U03107,22-25,Male,Employed,YouTube,<1,High,Low,Yes,Yes,Passive,Medium,No,Yes,No,Yes,Low,Often,Yes,Yes,High,Adventure
U03108,22-25,Male,Student,Instagram,<1,Medium,High,Sometimes,No,Passive,Low,Yes,Yes,Yes,No,Medium,Rarely,Yes,Yes,Low,Urban
U03109,22-25,Male,Student,YouTube,<1,Low,Low,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,High,Rarely,No,No,Medium,Urban
U03110,18-21,Other,Student,TikTok,<1,High,Low,No,Yes,Passive,Medium,No,Yes,No,No,High,Rarely,Yes,No,Low,Relaxation
U03111,18-21,Male,Employed,YouTube,5+,Low,Medium,No,Yes,Interactive,Medium,No,No,No,No,Low,Sometimes,Yes,No,Low,Urban
U03112,22-25,Male,Student,TikTok,1-2,Low,Medium,Yes,Yes,Interactive,Medium,Yes,No,No,Yes,High,Often,Yes,Yes,High,Urban
U03113,18-21,Other,Student,Facebook,5+,High,Low,Yes,No,Passive,High,No,Yes,No,Yes,High,Rarely,No,Yes,High,Relaxation
U03114,18-21,Other,Employed,Instagram,1-2,High,Medium,No,No,Passive,Medium,Yes,Yes,Yes,Yes,Low,Sometimes,Yes,Yes,Medium,Urban
U03115,22-25,Female,Employed,TikTok,3-5,Medium,Medium,Yes,Yes,Interactive,Medium,No,No,No,Yes,Medium,Rarely,No,Yes,Low,Relaxation
U03116,22-25,Other,Employed,TikTok,<1,Medium,Low,Yes,Yes,Passive,Low,No,Yes,Yes,No,Medium,Often,No,No,High,Adventure
U03117,22-25,Other,Employed,Instagram,5+,Low,High,Sometimes,Yes,Passive,High,Yes,Yes,No,Yes,High,Rarely,Yes,No,Low,Adventure
U03118,22-25,Other,Employed,Instagram,1-2,Low,Low,Yes,No,Interactive,High,No,Yes,No,No,Medium,Often,No,Yes,Low,Adventure
U03119,22-25,Other,Employed,Instagram,5+,Medium,Low,Sometimes,Yes,Interactive,High,No,No,Yes,No,High,Often,Yes,No,Low,Relaxation
U03120,22-25,Other,Employed,TikTok,1-2,Medium,Medium,Yes,No,Passive,Medium,Yes,No,Yes,Yes,High,Rarely,Yes,Yes,High,Adventure
U03121,22-25,Female,Student,YouTube,3-5,Low,High,No,No,Interactive,High,No,No,No,No,Medium,Sometimes,No,No,High,Relaxation
U03122,18-21,Other,Student,Facebook,<1,Low,High,Yes,No,Interactive,Low,No,No,Yes,Yes,Medium,Rarely,Yes,Yes,High,Urban
U03123,18-21,Male,Student,Facebook,1-2,High,Low,Sometimes,No,Passive,High,No,No,Yes,No,Low,Often,Yes,Yes,High,Urban
U03124,18-21,Male,Employed,TikTok,<1,Medium,Medium,Yes,Yes,Passive,Medium,No,No,Yes,Yes,Medium,Often,No,No,High,Relaxation
U03125,22-25,Female,Employed,Facebook,<1,High,High,No,Yes,Passive,Medium,Yes,No,No,Yes,High,Often,No,No,Low,Adventure
U03126,18-21,Other,Employed,Instagram,3-5,High,High,No,Yes,Passive,Medium,No,No,Yes,No,Low,Sometimes,No,Yes,Medium,Culture
U03127,18-21,Male,Student,Facebook,<1,Medium,High,Yes,Yes,Interactive,Medium,Yes,No,Yes,Yes,Low,Rarely,No,No,Low,Urban
U03128,22-25,Male,Student,Facebook,1-2,High,Medium,No,No,Passive,Low,Yes,Yes,Yes,No,High,Rarely,No,No,High,Culture
U03129,18-21,Other,Employed,YouTube,1-2,Low,Low,Yes,Yes,Passive,High,Yes,No,Yes,Yes,Low,Sometimes,Yes,Yes,Medium,Adventure
U03130,22-25,Other,Student,Facebook,1-2,Low,High,Yes,Yes,Interactive,Medium,No,Yes,No,No,High,Rarely,No,Yes,Medium,Adventure
U03131,18-21,Female,Employed,YouTube,1-2,High,High,Yes,No,Passive,Low,No,No,Yes,Yes,High,Rarely,No,No,Medium,Urban
U03132,18-21,Other,Student,TikTok,3-5,High,Low,Yes,Yes,Interactive,Low,Yes,No,No,Yes,High,Rarely,No,Yes,Medium,Culture
U03133,18-21,Female,Student,TikTok,1-2,High,Medium,No,No,Interactive,High,No,No,No,Yes,High,Often,No,No,Medium,Relaxation
U03134,22-25,Male,Student,Instagram,1-2,High,High,Yes,No,Passive,Medium,No,No,No,No,Medium,Often,No,Yes,Medium,Culture
U03135,18-21,Other,Employed,Instagram,1-2,High,Low,Sometimes,No,Interactive,Low,Yes,Yes,Yes,Yes,Low,Rarely,No,No,Medium,Culture
U03136,18-21,Other,Employed,YouTube,<1,Low,Low,Yes,No,Interactive,Medium,Yes,Yes,No,No,High,Rarely,No,Yes,Low,Urban
U03137,18-21,Female,Employed,Facebook,1-2,High,Medium,Yes,No,Interactive,Medium,No,Yes,No,Yes,Low,Rarely,No,No,High,Culture
U03138,18-21,Female,Employed,TikTok,3-5,High,High,Yes,Yes,Interactive,High,Yes,Yes,No,No,High,Sometimes,Yes,No,Medium,Urban
U03139,22-25,Male,Employed,Facebook,5+,Medium,Low,Sometimes,Yes,Interactive,High,Yes,No,Yes,Yes,Low,Sometimes,No,No,Medium,Adventure
U03140,22-25,Other,Student,Facebook,<1,Low,Medium,No,Yes,Interactive,Medium,Yes,Yes,Yes,Yes,Medium,Rarely,Yes,Yes,High,Relaxation
U03141,22-25,Female,Employed,Instagram,<1,Medium,Low,Sometimes,No,Interactive,Medium,No,Yes,Yes,No,Low,Rarely,No,No,Low,Urban
U03142,22-25,Other,Employed,Instagram,<1,Low,High,No,Yes,Interactive,Low,No,Yes,Yes,Yes,High,Often,Yes,No,High,Culture
U03143,22-25,Female,Employed,Instagram,5+,Medium,High,Yes,Yes,Passive,Medium,Yes,Yes,Yes,No,Medium,Often,Yes,No,High,Culture
U03144,22-25,Female,Student,Facebook,3-5,High,High,Sometimes,No,Passive,Low,No,Yes,Yes,No,Low,Rarely,Yes,Yes,High,Adventure
U03145,18-21,Female,Student,TikTok,5+,Low,Medium,No,Yes,Interactive,Medium,No,Yes,No,No,High,Rarely,Yes,No,High,Culture
U03146,18-21,Female,Student,Facebook,5+,High,Low,Yes,No,Passive,Medium,No,No,Yes,Yes,Low,Sometimes,No,No,High,Culture
U03147,22-25,Other,Employed,YouTube,5+,Medium,High,Yes,No,Interactive,High,No,No,Yes,Yes,High,Sometimes,Yes,Yes,High,Culture
U03148,18-21,Other,Student,Facebook,<1,Medium,Low,Yes,No,Passive,Low,No,No,Yes,Yes,Medium,Often,No,No,Low,Culture
U03149,22-25,Male,Employed,YouTube,1-2,Medium,High,Yes,No,Interactive,High,No,No,No,No,Low,Sometimes,No,Yes,High,Adventure
U03150,18-21,Male,Employed,Instagram,<1,High,Medium,Sometimes,Yes,Interactive,High,No,Yes,Yes,No,High,Sometimes,No,Yes,Low,Adventure
U03151,18-21,Female,Employed,Facebook,<1,High,Low,Sometimes,No,Passive,Medium,Yes,Yes,Yes,No,Medium,Rarely,No,No,Medium,Adventure
U03152,18-21,Female,Employed,Facebook,5+,Low,Low,No,No,Passive,Low,No,Yes,Yes,No,Low,Rarely,Yes,Yes,High,Culture
U03153,18-21,Female,Student,Instagram,<1,Low,Medium,Sometimes,No,Passive,High,Yes,Yes,No,No,Medium,Rarely,Yes,No,High,Culture
U03154,18-21,Other,Student,Facebook,5+,Low,High,No,Yes,Interactive,Medium,Yes,No,No,Yes,Low,Often,Yes,Yes,Low,Relaxation
U03155,22-25,Female,Employed,YouTube,5+,High,Low,Sometimes,Yes,Interactive,High,Yes,No,No,No,Medium,Often,Yes,Yes,Medium,Culture
U03156,18-21,Other,Student,YouTube,1-2,High,Low,Yes,Yes,Interactive,Low,Yes,Yes,Yes,No,Medium,Often,No,No,High,Urban
U03157,18-21,Female,Employed,YouTube,<1,Medium,Low,Sometimes,Yes,Passive,Low,No,No,Yes,No,Medium,Rarely,No,Yes,Medium,Adventure
U03158,18-21,Female,Employed,Facebook,<1,Low,High,Yes,No,Passive,Low,Yes,Yes,Yes,No,Medium,Sometimes,No,Yes,Medium,Culture
U03159,18-21,Other,Employed,Instagram,5+,High,High,Yes,Yes,Interactive,Medium,Yes,No,No,No,Medium,Sometimes,Yes,No,High,Adventure
U03160,18-21,Male,Student,YouTube,1-2,Low,Low,Sometimes,No,Interactive,Low,No,Yes,Yes,Yes,High,Rarely,Yes,No,Low,Adventure
U03161,18-21,Female,Employed,Facebook,<1,High,Medium,No,No,Passive,Medium,No,No,No,Yes,Low,Often,Yes,No,Medium,Culture
U03162,22-25,Other,Employed,Instagram,3-5,Medium,Medium,Sometimes,Yes,Interactive,Low,Yes,Yes,Yes,Yes,Low,Sometimes,No,No,Low,Urban
U03163,22-25,Female,Student,Instagram,5+,High,Low,No,Yes,Interactive,Medium,Yes,Yes,Yes,Yes,High,Often,Yes,No,Medium,Adventure
U03164,18-21,Female,Employed,YouTube,<1,High,Low,Sometimes,Yes,Interactive,High,Yes,No,Yes,Yes,Medium,Sometimes,Yes,No,Low,Culture
U03165,18-21,Male,Student,TikTok,3-5,Low,Low,No,Yes,Interactive,High,No,Yes,Yes,No,High,Rarely,Yes,Yes,High,Urban
U03166,22-25,Male,Student,YouTube,3-5,Low,Medium,Sometimes,Yes,Interactive,Low,Yes,No,No,Yes,High,Often,Yes,No,Medium,Adventure
U03167,18-21,Female,Employed,TikTok,5+,High,Medium,No,Yes,Passive,Medium,Yes,Yes,No,No,Low,Rarely,Yes,No,Low,Relaxation
U03168,22-25,Other,Student,YouTube,5+,Medium,Low,No,No,Interactive,Medium,No,No,No,Yes,Low,Rarely,No,No,Low,Adventure
U03169,18-21,Other,Employed,TikTok,3-5,High,Low,Yes,No,Passive,Medium,No,No,No,No,High,Sometimes,Yes,Yes,Medium,Culture
U03170,22-25,Male,Employed,YouTube,5+,Medium,High,Yes,Yes,Interactive,Low,No,Yes,No,Yes,Medium,Often,Yes,Yes,High,Adventure
U03171,22-25,Other,Employed,TikTok,1-2,Low,Low,Yes,Yes,Interactive,Low,No,Yes,Yes,No,High,Rarely,Yes,No,Low,Culture
U03172,18-21,Other,Employed,Facebook,5+,Medium,High,No,No,Interactive,Medium,No,Yes,No,No,Medium,Sometimes,Yes,Yes,Low,Urban
U03173,18-21,Male,Student,YouTube,3-5,Medium,Low,Yes,No,Passive,Low,No,No,No,No,Medium,Often,Yes,No,High,Adventure
U03174,18-21,Female,Employed,TikTok,<1,High,Medium,Yes,No,Passive,Low,No,Yes,Yes,Yes,Low,Sometimes,No,Yes,Low,Culture
U03175,22-25,Male,Student,TikTok,<1,High,Low,Sometimes,No,Passive,Medium,Yes,No,No,Yes,Low,Rarely,Yes,No,Medium,Relaxation
U03176,18-21,Other,Employed,Instagram,<1,Medium,High,No,Yes,Interactive,High,Yes,Yes,No,Yes,Low,Rarely,No,No,High,Adventure
U03177,18-21,Other,Student,TikTok,1-2,High,Medium,Yes,Yes,Passive,High,No,Yes,No,No,Low,Sometimes,No,No,Low,Urban
U03178,18-21,Female,Employed,YouTube,5+,High,High,Sometimes,No,Passive,Low,No,Yes,Yes,No,Medium,Rarely,No,No,Medium,Relaxation
U03179,18-21,Male,Student,Facebook,1-2,High,Medium,Sometimes,Yes,Passive,Low,Yes,Yes,Yes,Yes,Low,Often,No,No,Medium,Culture
U03180,22-25,Female,Employed,Facebook,5+,Medium,Low,No,No,Passive,Medium,No,No,Yes,No,Low,Often,Yes,No,Low,Adventure
U03181,18-21,Other,Employed,YouTube,<1,Medium,Medium,Yes,No,Interactive,Medium,No,No,No,No,Medium,Rarely,No,No,High,Urban
U03182,18-21,Female,Employed,Facebook,1-2,High,Medium,Yes,No,Interactive,Medium,Yes,No,Yes,No,Medium,Sometimes,No,Yes,Low,Relaxation
U03183,22-25,Female,Student,Instagram,1-2,Low,Medium,Yes,Yes,Interactive,High,No,Yes,Yes,Yes,High,Sometimes,Yes,Yes,High,Urban
U03184,22-25,Other,Employed,Instagram,1-2,High,Medium,Yes,No,Interactive,High,No,No,No,No,Medium,Often,No,Yes,Medium,Relaxation
U03185,22-25,Female,Employed,YouTube,1-2,High,Medium,No,No,Passive,Low,Yes,No,No,No,High,Rarely,No,Yes,Low,Adventure
U03186,22-25,Other,Student,Instagram,3-5,Low,Medium,Sometimes,No,Passive,Medium,Yes,No,Yes,Yes,Low,Rarely,No,No,Medium,Relaxation
U03187,22-25,Male,Employed,YouTube,<1,High,High,No,No,Interactive,Low,No,No,Yes,No,High,Rarely,Yes,No,Low,Adventure
U03188,22-25,Male,Employed,YouTube,3-5,Medium,Medium,No,Yes,Passive,Low,No,No,No,Yes,Medium,Rarely,Yes,Yes,Medium,Relaxation
U03189,18-21,Female,Employed,Instagram,1-2,High,Low,Yes,Yes,Interactive,Low,No,Yes,No,Yes,Medium,Often,Yes,Yes,Medium,Culture
U03190,18-21,Female,Student,TikTok,<1,Medium,Low,No,No,Passive,Medium,Yes,Yes,No,Yes,Medium,Rarely,No,Yes,Low,Relaxation
U03191,22-25,Other,Student,TikTok,<1,Low,Medium,Yes,Yes,Interactive,Medium,No,No,Yes,No,High,Sometimes,Yes,Yes,Low,Adventure
U03192,22-25,Other,Employed,Facebook,<1,Low,Low,Sometimes,No,Passive,High,Yes,Yes,No,Yes,Low,Sometimes,No,Yes,Medium,Relaxation
U03193,18-21,Female,Student,YouTube,<1,High,Medium,Yes,No,Passive,High,Yes,No,Yes,Yes,Medium,Rarely,Yes,Yes,High,Adventure
U03194,22-25,Female,Employed,YouTube,3-5,High,Medium,Yes,No,Passive,Medium,No,No,No,No,Low,Rarely,Yes,No,High,Culture
U03195,18-21,Male,Student,Facebook,5+,Medium,Medium,No,No,Passive,Low,No,Yes,No,No,High,Often,Yes,Yes,High,Culture
U03196,18-21,Female,Student,Instagram,<1,Medium,High,Yes,No,Passive,Medium,Yes,Yes,Yes,Yes,Low,Sometimes,Yes,No,Medium,Urban
U03197,18-21,Male,Employed,Instagram,5+,Low,High,Sometimes,No,Passive,Medium,Yes,No,No,No,Medium,Often,Yes,No,Low,Relaxation
U03198,22-25,Other,Employed,Facebook,1-2,High,Medium,Yes,No,Interactive,Medium,Yes,Yes,Yes,No,High,Sometimes,No,No,High,Adventure
U03199,18-21,Other,Student,TikTok,5+,Medium,High,Yes,Yes,Interactive,Low,Yes,No,No,Yes,Low,Rarely,Yes,No,Low,Culture
U03200,22-25,Other,Student,TikTok,5+,High,Medium,No,Yes,Interactive,High,No,Yes,No,No,Low,Often,Yes,No,Medium,Urban
U03201,18-21,Female,Employed,Instagram,5+,Low,High,Sometimes,Yes,Passive,Medium,No,No,Yes,Yes,Low,Sometimes,No,Yes,Medium,Urban
U03202,18-21,Female,Student,Facebook,5+,Medium,Medium,Sometimes,No,Passive,High,No,Yes,No,No,Medium,Sometimes,No,Yes,Low,Culture
U03203,18-21,Female,Student,Facebook,1-2,Medium,Medium,No,No,Passive,Low,No,No,Yes,Yes,High,Sometimes,No,Yes,Low,Culture
U03204,22-25,Male,Student,Facebook,1-2,Low,High,Yes,Yes,Passive,High,No,No,Yes,No,Low,Often,Yes,No,Medium,Culture
U03205,22-25,Male,Student,TikTok,<1,Medium,Low,Sometimes,Yes,Interactive,Low,No,Yes,No,No,Medium,Sometimes,Yes,Yes,Medium,Culture
U03206,18-21,Other,Employed,YouTube,1-2,Low,Medium,No,Yes,Interactive,High,Yes,Yes,No,Yes,Medium,Often,No,No,Low,Culture
U03207,18-21,Male,Student,YouTube,5+,High,Medium,Sometimes,Yes,Passive,High,Yes,No,No,No,High,Sometimes,No,No,Low,Culture
U03208,22-25,Other,Student,Instagram,1-2,Low,Medium,Sometimes,No,Interactive,High,No,Yes,Yes,No,High,Often,No,Yes,Low,Culture
U03209,22-25,Female,Employed,Instagram,5+,Medium,High,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,Low,Rarely,No,Yes,Medium,Relaxation
U03210,18-21,Other,Employed,Instagram,3-5,Medium,High,Yes,Yes,Interactive,High,Yes,Yes,Yes,Yes,Medium,Often,Yes,No,Medium,Relaxation
U03211,18-21,Male,Student,Facebook,<1,Medium,High,No,No,Passive,High,Yes,No,No,No,Low,Sometimes,No,Yes,Medium,Culture
U03212,22-25,Other,Employed,Instagram,<1,High,Low,Sometimes,No,Passive,High,Yes,Yes,No,No,Medium,Rarely,No,Yes,Low,Urban
U03213,22-25,Other,Employed,Instagram,1-2,High,High,Sometimes,No,Passive,High,No,No,Yes,No,Low,Sometimes,No,Yes,Low,Relaxation
U03214,18-21,Female,Employed,YouTube,3-5,Low,Low,Sometimes,No,Interactive,High,Yes,No,No,Yes,Medium,Rarely,No,Yes,High,Relaxation
U03215,22-25,Other,Employed,Instagram,3-5,Low,Medium,No,No,Passive,High,No,No,Yes,Yes,Medium,Sometimes,No,Yes,High,Culture
U03216,18-21,Other,Student,YouTube,3-5,Medium,Low,Sometimes,No,Interactive,Low,No,No,Yes,Yes,Medium,Rarely,Yes,Yes,High,Adventure
U03217,18-21,Female,Employed,Facebook,<1,Medium,Medium,No,No,Interactive,Low,Yes,Yes,Yes,Yes,High,Rarely,No,No,Low,Culture
U03218,22-25,Other,Employed,Instagram,3-5,High,Low,Sometimes,Yes,Interactive,Medium,No,Yes,Yes,No,Medium,Rarely,Yes,Yes,High,Urban
U03219,18-21,Male,Employed,Instagram,3-5,Medium,Low,Sometimes,Yes,Passive,Medium,Yes,No,Yes,No,Low,Often,No,No,High,Relaxation
